"","term","judge_char","defendant_char","estimate","std.error","statistic","p.value","conf.low","conf.high","outcome","sig_level","controls","restriction"
"27","judge_age:defendant_some_foreign_background","judge_age","defendant_some_foreign_background",-0.186374567188455,50.4321990292554,-0.00369554710633063,0.997051630733535,-99.0712863287983,98.6985371944213,"punishment_fine","insig","Conv.",""
"28","judge_age:defendant_log_net_income","judge_age","defendant_log_net_income",0.000106388763132501,9.40010830831096e-05,1.1317823118957,0.257781599746583,-7.78957000209045e-05,0.000290673226285907,"judgement_convicted_binary","insig","None",""
"29","judge_age:defendant_log_net_income","judge_age","defendant_log_net_income",0.000180360533646175,0.000102505779836124,1.75951574569276,0.0785610518712524,-2.06036702051452e-05,0.000381324737497495,"judgement_convicted_binary","*","Pers.",""
"30","judge_age:defendant_log_net_income","judge_age","defendant_log_net_income",0.000135021491710521,8.06804058643462e-05,1.67353510761389,0.0942958514563372,-2.31544045560086e-05,0.00029319738797705,"judgement_convicted_binary","*","Conv.",""
"31","judge_age:defendant_log_net_income","judge_age","defendant_log_net_income",-0.170120571551521,0.0647977920767861,-2.62540691741358,0.00868524609951401,-0.297157726873047,-0.0430834162299958,"punishment_prison_days","***","None",""
"32","judge_age:defendant_log_net_income","judge_age","defendant_log_net_income",-0.204829694572751,0.0695332626407823,-2.94578000216857,0.00324105973967759,-0.341155990688306,-0.0685033984571961,"punishment_prison_days","***","Pers.",""
"33","judge_age:defendant_log_net_income","judge_age","defendant_log_net_income",-0.143017523391112,0.0616670831965638,-2.31918741697647,0.0204387953545123,-0.263922134200126,-0.0221129125820984,"punishment_prison_days","**","Conv.",""
"34","judge_age:defendant_log_net_income","judge_age","defendant_log_net_income",-7.65358555420124,5.42211870879779,-1.41154887328135,0.158171826348637,-18.2844234682045,2.97725235980207,"punishment_fine","insig","None",""
"35","judge_age:defendant_log_net_income","judge_age","defendant_log_net_income",-6.96103869627578,5.88555078219366,-1.18273360538081,0.237005854142926,-18.5010323464965,4.57895495394498,"punishment_fine","insig","Pers.",""
"36","judge_age:defendant_log_net_income","judge_age","defendant_log_net_income",-6.617081958308,5.33905775904201,-1.23937261160016,0.215303811816014,-17.0856370789512,3.85147316233519,"punishment_fine","insig","Conv.",""
"37","judge_age:case_is_not_oslo","judge_age","case_is_not_oslo",-0.00100011898276236,0.00111240234097633,-0.899062278028453,0.368663866247386,-0.0031809286233935,0.00118069065786878,"judgement_convicted_binary","insig","None",""
