"","term","estimate","std.error","statistic","p.value","sig_level"
"24","convicted_road_traffic_act_other_1",-0.455623299991107,0.531924843089149,-0.856555782100868,0.391690431941128,"not sig."
"25","convicted_violating_traffic_signage_act",0.22218602290215,0.540821655380906,0.410830484858567,0.681196838086963,"not sig."
"26","convicted_temporary_suspension_of_driving_lisence",0.379807493748121,0.0897322191905478,4.23267692668554,2.30926117747532e-05,"***"
"27","convicted_assault_and_battery",0.303045867543369,0.0865392946922799,3.50182964422061,0.000462074965222305,"***"
"28","convicted_reckless_behavior",0.703397672649172,0.165828316698784,4.2417223225322,2.21811017838481e-05,"***"
"29","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint",0.848766889194719,0.156300410431077,5.43035611265394,5.62417097466566e-08,"***"
"30","convicted_damage",0.0816420454794294,0.139187503118927,0.586561606825229,0.55749817430785,"not sig."
"31","convicted_threats",0.547596275363868,0.117952842097948,4.64250174581756,3.44215729463457e-06,"***"
"32","convicted_grievous_bodily_harm",1.45395899686625,0.258954510229218,5.61472744992643,1.96872309389894e-08,"***"
"33","convicted_serious_drug_offense",2.23579693524264,0.161604093556036,13.8350266137744,1.56678461788217e-43,"***"
"34","convicted_aggravated_assault",0.291859342382245,0.205499363708357,1.42024450643287,0.155536510677284,"not sig."
"35","convicted_intention_of_committing_an_offens",0.321411253199975,0.234836172047641,1.36866160948481,0.171105075951451,"not sig."
"36","convicted_theft",0.0776790457175718,0.139263699092027,0.557783874936716,0.576991975058214,"not sig."
"37","convicted_road_traffic_act_other_5",0.451249040750629,0.176056029289118,2.56309904621097,0.0103742448672817,"**"
"38","convicted_violating_basic_traffic_rules",-0.0633695333411263,0.120347298876333,-0.526555510034703,0.598502294275661,"not sig."
"39","convicted_loss_of_the_right_to_drive_a_motor_vehicle.",0.178127667555352,0.115693880958885,1.53964640203102,0.123646568192548,"not sig."
"40","convicted_obstruction_of_a_public_official",0.0830200028168834,0.132783304974389,0.625229224659652,0.531820623702344,"not sig."
"41","convicted_aggravated_theft",0.62526078182395,0.231732932476736,2.69819561311909,0.00697164613791154,"***"
"42","convicted_fraud",0.24987003474018,0.170757579997986,1.46330274031248,0.143384558245506,"not sig."
"43","convicted_judgment_in_arrears",0.107017903991216,0.217992148800609,0.490925496996236,0.623479142831036,"not sig."
"44","convicted_abuse_in_close_relationships",1.91235320742789,0.230176373794724,8.30820807496675,9.71580536810455e-17,"***"
"45","convicted_violence_threats_vandalism_or_other_unlawful_conduct_against_a_public_official",-0.0787026523763787,0.0853259077903167,-0.922376971010795,0.356331977643929,"not sig."
"46","convicted_violation_of_police_act",-0.0921030589035826,0.148009481920717,-0.622278098054005,0.533759020247687,"not sig."
"47","convicted_serious_fraud",1.20406808946714,0.227482910494312,5.29300459032613,1.20322898953916e-07,"***"
"48","convicted_disorderly_conduct",-0.124280000982565,0.158901206418089,-0.782121192054192,0.434143353441518,"not sig."
"49","convicted_minor_theft",0.137990544303378,0.213925557961661,0.645040011199167,0.518901257212469,"not sig."
"50","convicted_unauthorized_entry_or_stay",-0.265456886864175,0.204067308758243,-1.30083004710304,0.193316634631896,"not sig."
"51","convicted_theft_of_motor_vehicles_etc",0.5800957997341,0.213576682644881,2.71610080534231,0.00660558019525937,"***"
"52","convicted_road_traffic_act_other_4",-0.0695648621060262,0.245971404183628,-0.282816867826201,0.777317223345109,"not sig."
"53","convicted_incorrect_explanation",-0.745054510245485,0.209396637348485,-3.55810159933724,0.000373544834116252,"***"
"54","convicted_document_forgery",0.712340499840409,0.254875851372954,2.79485285092018,0.00519233432134549,"***"
"55","convicted_breach_of_the_duty_of_identification",0.544158229983066,0.185154047703549,2.93894860378273,0.00329327680880782,"***"
"56","convicted_violation_in_prison",-0.233979982207177,0.249853914957631,-0.936467144198458,0.349032721406757,"not sig."
"57","group1_mitigating_confession",0.225964206680949,0.0568805847636511,3.9726069557806,7.10902984745223e-05,"***"
"58","group1_aggravating_other",0.113171648759396,0.06556499699816,1.72609858828442,0.0843296777770964,"*"
"59","group1_aggravating_repeated_offense",0.456448694053537,0.0624937390326617,7.30391077760572,2.79521770102612e-13,"***"
"60","group1_aggravating_driving",0.0407079315625318,0.0822391216172582,0.494994727107944,0.620603842565861,"not sig."
"61","group1_mitigating_processing_time",-0.0459717020280888,0.0640651660470356,-0.717577193108922,0.473018024265727,"not sig."
"62","group1_aggravating_life_health",0.17302814359124,0.0823655738106524,2.10073378459075,0.0356643418692229,"**"
"63","group1_mitigating_other",0.00356159238141476,0.140101804688982,0.025421459697263,0.979718794274945,"not sig."
"64","group1_aggravating_victim",0.308885311979011,0.122663652516187,2.5181486580815,0.011797351715659,"**"
"65","group1_aggravating_threats",0.257213704525353,0.123801624800172,2.07762785779687,0.0377436483089485,"**"
"66","group1_aggravating_place",0.172311066794064,0.112485194655361,1.53185552393807,0.125558090887766,"not sig."
"67","group1_aggravating_severe",0.200056691693055,0.103866077460138,1.92610230967694,0.0540916002983037,"*"
"68","group1_aggravating_preventative",0.0875746151949067,0.136426412105154,0.641918334166894,0.520926209329493,"not sig."
"69","group1_aggravating_violation",0.149417458823961,0.0939065741242085,1.59112884499789,0.111580582149234,"not sig."
"70","group1_aggravating_cumulative_offense",0.261290691740183,0.120396858108765,2.17024510310839,0.0299882829227273,"**"
"71","group1_aggravating_children",-0.0367090785357249,0.151035815528957,-0.24304883187582,0.807967568999734,"not sig."
"72","group1_aggravating_drugs",-0.0801559656813401,0.122895099272653,-0.652230773690232,0.514252310511095,"not sig."
"73","group1_mitigating_burden",-0.132694302331844,0.154200260826952,-0.860532281983345,0.389495696409532,"not sig."
"74","group1_mitigating_cause",-0.152909007644919,0.141308867290779,-1.08209067538749,0.279212238741967,"not sig."
"75","group1_aggravating_object",-0.113740178072032,0.193371804441368,-0.588194222009852,0.556401935226872,"not sig."
"76","group1_mitigating_potential_rehabilitation",-0.126634091908015,0.24197530033698,-0.523334785540765,0.600741297913823,"not sig."
"77","group1_mitigating_minor",-0.457879391013165,0.204498580410153,-2.23903456979906,0.0251536669232672,"**"
"78","defendant_is_woman:defendant_some_foreign_background",-0.0656629151388988,0.182689529414254,-0.359423527716283,0.719278276477312,"not sig."
